国籍・地域,在留資格,年齢,性別,都道府県,在留外国人数
007インド,24：技能実習１号ロ,31歳,1:男,43：熊本県,2
007インド,20：技能,32歳,1:男,43：熊本県,1
007インド,24：技能実習１号ロ,32歳,1:男,43：熊本県,1
007インド,20：技能,33歳,1:男,43：熊本県,4
007インド,24：技能実習１号ロ,33歳,1:男,43：熊本県,1
007インド,03：教授,34歳,1:男,43：熊本県,1
007インド,36：日本人の配偶者等,34歳,1:男,43：熊本県,1
007インド,03：教授,35歳,1:男,43：熊本県,1
007インド,20：技能,36歳,1:男,43：熊本県,4
007インド,20：技能,37歳,1:男,43：熊本県,1
007インド,20：技能,38歳,1:男,43：熊本県,4
007インド,20：技能,39歳,1:男,43：熊本県,1
007インド,20：技能,41歳,1:男,43：熊本県,1
007インド,20：技能,42歳,1:男,43：熊本県,3
007インド,16：技術・人文知識・国際業務,43歳,1:男,43：熊本県,1
007インド,20：技能,43歳,1:男,43：熊本県,2
007インド,35：永住者,43歳,1:男,43：熊本県,1
007インド,20：技能,44歳,1:男,43：熊本県,3
007インド,20：技能,45歳,1:男,43：熊本県,2
007インド,35：永住者,45歳,1:男,43：熊本県,1
007インド,20：技能,47歳,1:男,43：熊本県,1
007インド,20：技能,48歳,1:男,43：熊本県,1
007インド,20：技能,49歳,1:男,43：熊本県,1
007インド,35：永住者,55歳,1:男,43：熊本県,1
007インド,20：技能,56歳,1:男,43：熊本県,1
007インド,35：永住者,78歳,1:男,43：熊本県,1
007インド,35：永住者,10歳,2:女,43：熊本県,1
007インド,33：家族滞在,21歳,2:女,43：熊本県,1
007インド,21：特定技能１号,22歳,2:女,43：熊本県,1
007インド,21：特定技能１号,23歳,2:女,43：熊本県,1
007インド,31：留学,23歳,2:女,43：熊本県,1
007インド,21：特定技能１号,24歳,2:女,43：熊本県,1
007インド,21：特定技能１号,25歳,2:女,43：熊本県,1
007インド,21：特定技能１号,26歳,2:女,43：熊本県,2
007インド,21：特定技能１号,27歳,2:女,43：熊本県,1
007インド,31：留学,27歳,2:女,43：熊本県,1
007インド,33：家族滞在,27歳,2:女,43：熊本県,1
007インド,21：特定技能１号,28歳,2:女,43：熊本県,3
007インド,31：留学,28歳,2:女,43：熊本県,1
007インド,03：教授,33歳,2:女,43：熊本県,1
007インド,35：永住者,41歳,2:女,43：熊本県,1
008インドネシア,33：家族滞在,00歳,1:男,43：熊本県,2
008インドネシア,33：家族滞在,02歳,1:男,43：熊本県,1
008インドネシア,33：家族滞在,04歳,1:男,43：熊本県,1
008インドネシア,34：特定活動,08歳,1:男,43：熊本県,1
008インドネシア,38：定住者,11歳,1:男,43：熊本県,1
008インドネシア,36：日本人の配偶者等,16歳,1:男,43：熊本県,1
008インドネシア,38：定住者,17歳,1:男,43：熊本県,1
008インドネシア,24：技能実習１号ロ,18歳,1:男,43：熊本県,8
008インドネシア,35：永住者,18歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,19歳,1:男,43：熊本県,2
008インドネシア,24：技能実習１号ロ,19歳,1:男,43：熊本県,29
008インドネシア,21：特定技能１号,20歳,1:男,43：熊本県,9
008インドネシア,24：技能実習１号ロ,20歳,1:男,43：熊本県,49
008インドネシア,26：技能実習２号ロ,20歳,1:男,43：熊本県,6
008インドネシア,31：留学,20歳,1:男,43：熊本県,1
008インドネシア,34：特定活動,20歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,21歳,1:男,43：熊本県,15
008インドネシア,24：技能実習１号ロ,21歳,1:男,43：熊本県,67
008インドネシア,26：技能実習２号ロ,21歳,1:男,43：熊本県,17
008インドネシア,31：留学,21歳,1:男,43：熊本県,1
008インドネシア,34：特定活動,21歳,1:男,43：熊本県,3
008インドネシア,16：技術・人文知識・国際業務,22歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,22歳,1:男,43：熊本県,17
008インドネシア,24：技能実習１号ロ,22歳,1:男,43：熊本県,60
008インドネシア,26：技能実習２号ロ,22歳,1:男,43：熊本県,46
008インドネシア,28：技能実習３号ロ,22歳,1:男,43：熊本県,3
008インドネシア,34：特定活動,22歳,1:男,43：熊本県,5
008インドネシア,16：技術・人文知識・国際業務,23歳,1:男,43：熊本県,4
008インドネシア,21：特定技能１号,23歳,1:男,43：熊本県,25
008インドネシア,24：技能実習１号ロ,23歳,1:男,43：熊本県,53
008インドネシア,26：技能実習２号ロ,23歳,1:男,43：熊本県,36
008インドネシア,28：技能実習３号ロ,23歳,1:男,43：熊本県,16
008インドネシア,31：留学,23歳,1:男,43：熊本県,2
008インドネシア,34：特定活動,23歳,1:男,43：熊本県,5
008インドネシア,21：特定技能１号,24歳,1:男,43：熊本県,28
008インドネシア,24：技能実習１号ロ,24歳,1:男,43：熊本県,33
008インドネシア,26：技能実習２号ロ,24歳,1:男,43：熊本県,26
008インドネシア,28：技能実習３号ロ,24歳,1:男,43：熊本県,8
008インドネシア,31：留学,24歳,1:男,43：熊本県,3
008インドネシア,34：特定活動,24歳,1:男,43：熊本県,5
008インドネシア,16：技術・人文知識・国際業務,25歳,1:男,43：熊本県,3
008インドネシア,21：特定技能１号,25歳,1:男,43：熊本県,29
008インドネシア,24：技能実習１号ロ,25歳,1:男,43：熊本県,30
008インドネシア,26：技能実習２号ロ,25歳,1:男,43：熊本県,23
008インドネシア,28：技能実習３号ロ,25歳,1:男,43：熊本県,13
008インドネシア,31：留学,25歳,1:男,43：熊本県,1
008インドネシア,34：特定活動,25歳,1:男,43：熊本県,4
008インドネシア,16：技術・人文知識・国際業務,26歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,26歳,1:男,43：熊本県,35
008インドネシア,24：技能実習１号ロ,26歳,1:男,43：熊本県,17
008インドネシア,26：技能実習２号ロ,26歳,1:男,43：熊本県,24
008インドネシア,28：技能実習３号ロ,26歳,1:男,43：熊本県,10
008インドネシア,31：留学,26歳,1:男,43：熊本県,1
008インドネシア,34：特定活動,26歳,1:男,43：熊本県,5
008インドネシア,16：技術・人文知識・国際業務,27歳,1:男,43：熊本県,3
008インドネシア,21：特定技能１号,27歳,1:男,43：熊本県,36
008インドネシア,24：技能実習１号ロ,27歳,1:男,43：熊本県,11
008インドネシア,26：技能実習２号ロ,27歳,1:男,43：熊本県,14
008インドネシア,28：技能実習３号ロ,27歳,1:男,43：熊本県,11
008インドネシア,31：留学,27歳,1:男,43：熊本県,1
008インドネシア,34：特定活動,27歳,1:男,43：熊本県,2
008インドネシア,16：技術・人文知識・国際業務,28歳,1:男,43：熊本県,2
008インドネシア,21：特定技能１号,28歳,1:男,43：熊本県,28
008インドネシア,24：技能実習１号ロ,28歳,1:男,43：熊本県,10
008インドネシア,26：技能実習２号ロ,28歳,1:男,43：熊本県,8
008インドネシア,28：技能実習３号ロ,28歳,1:男,43：熊本県,8
008インドネシア,31：留学,28歳,1:男,43：熊本県,3
008インドネシア,34：特定活動,28歳,1:男,43：熊本県,2
008インドネシア,16：技術・人文知識・国際業務,29歳,1:男,43：熊本県,7
008インドネシア,17：企業内転勤,29歳,1:男,43：熊本県,3
008インドネシア,21：特定技能１号,29歳,1:男,43：熊本県,20
008インドネシア,24：技能実習１号ロ,29歳,1:男,43：熊本県,9
008インドネシア,26：技能実習２号ロ,29歳,1:男,43：熊本県,5
008インドネシア,28：技能実習３号ロ,29歳,1:男,43：熊本県,7
008インドネシア,31：留学,29歳,1:男,43：熊本県,2
008インドネシア,34：特定活動,29歳,1:男,43：熊本県,2
008インドネシア,16：技術・人文知識・国際業務,30歳,1:男,43：熊本県,5
008インドネシア,17：企業内転勤,30歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,30歳,1:男,43：熊本県,19
008インドネシア,24：技能実習１号ロ,30歳,1:男,43：熊本県,6
008インドネシア,26：技能実習２号ロ,30歳,1:男,43：熊本県,7
008インドネシア,28：技能実習３号ロ,30歳,1:男,43：熊本県,6
008インドネシア,31：留学,30歳,1:男,43：熊本県,2
008インドネシア,33：家族滞在,30歳,1:男,43：熊本県,1
008インドネシア,34：特定活動,30歳,1:男,43：熊本県,1
008インドネシア,16：技術・人文知識・国際業務,31歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,31歳,1:男,43：熊本県,10
008インドネシア,24：技能実習１号ロ,31歳,1:男,43：熊本県,1
008インドネシア,26：技能実習２号ロ,31歳,1:男,43：熊本県,7
008インドネシア,28：技能実習３号ロ,31歳,1:男,43：熊本県,5
008インドネシア,31：留学,31歳,1:男,43：熊本県,1
008インドネシア,34：特定活動,31歳,1:男,43：熊本県,1
008インドネシア,16：技術・人文知識・国際業務,32歳,1:男,43：熊本県,1
008インドネシア,17：企業内転勤,32歳,1:男,43：熊本県,2
008インドネシア,21：特定技能１号,32歳,1:男,43：熊本県,11
008インドネシア,24：技能実習１号ロ,32歳,1:男,43：熊本県,4
008インドネシア,26：技能実習２号ロ,32歳,1:男,43：熊本県,2
008インドネシア,28：技能実習３号ロ,32歳,1:男,43：熊本県,1
008インドネシア,31：留学,32歳,1:男,43：熊本県,1
008インドネシア,33：家族滞在,32歳,1:男,43：熊本県,1
008インドネシア,34：特定活動,32歳,1:男,43：熊本県,1
008インドネシア,16：技術・人文知識・国際業務,33歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,33歳,1:男,43：熊本県,11
008インドネシア,26：技能実習２号ロ,33歳,1:男,43：熊本県,1
008インドネシア,28：技能実習３号ロ,33歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,34歳,1:男,43：熊本県,4
008インドネシア,24：技能実習１号ロ,34歳,1:男,43：熊本県,3
008インドネシア,26：技能実習２号ロ,34歳,1:男,43：熊本県,1
008インドネシア,34：特定活動,34歳,1:男,43：熊本県,1
008インドネシア,16：技術・人文知識・国際業務,35歳,1:男,43：熊本県,1
008インドネシア,17：企業内転勤,35歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,35歳,1:男,43：熊本県,7
008インドネシア,24：技能実習１号ロ,35歳,1:男,43：熊本県,1
008インドネシア,31：留学,35歳,1:男,43：熊本県,1
008インドネシア,34：特定活動,35歳,1:男,43：熊本県,1
008インドネシア,17：企業内転勤,36歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,36歳,1:男,43：熊本県,5
008インドネシア,31：留学,36歳,1:男,43：熊本県,2
008インドネシア,36：日本人の配偶者等,36歳,1:男,43：熊本県,1
008インドネシア,17：企業内転勤,37歳,1:男,43：熊本県,4
008インドネシア,21：特定技能１号,37歳,1:男,43：熊本県,5
008インドネシア,24：技能実習１号ロ,37歳,1:男,43：熊本県,1
008インドネシア,28：技能実習３号ロ,37歳,1:男,43：熊本県,1
008インドネシア,16：技術・人文知識・国際業務,38歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,38歳,1:男,43：熊本県,3
008インドネシア,24：技能実習１号ロ,38歳,1:男,43：熊本県,1
008インドネシア,35：永住者,38歳,1:男,43：熊本県,1
008インドネシア,17：企業内転勤,39歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,39歳,1:男,43：熊本県,2
008インドネシア,35：永住者,39歳,1:男,43：熊本県,1
008インドネシア,17：企業内転勤,40歳,1:男,43：熊本県,1
008インドネシア,24：技能実習１号ロ,40歳,1:男,43：熊本県,1
008インドネシア,33：家族滞在,40歳,1:男,43：熊本県,1
008インドネシア,38：定住者,40歳,1:男,43：熊本県,1
008インドネシア,16：技術・人文知識・国際業務,41歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,41歳,1:男,43：熊本県,1
008インドネシア,36：日本人の配偶者等,41歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,43歳,1:男,43：熊本県,1
008インドネシア,35：永住者,43歳,1:男,43：熊本県,1
008インドネシア,36：日本人の配偶者等,43歳,1:男,43：熊本県,2
008インドネシア,31：留学,44歳,1:男,43：熊本県,1
008インドネシア,33：家族滞在,44歳,1:男,43：熊本県,1
008インドネシア,35：永住者,46歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,47歳,1:男,43：熊本県,1
008インドネシア,35：永住者,47歳,1:男,43：熊本県,2
008インドネシア,35：永住者,48歳,1:男,43：熊本県,1
008インドネシア,21：特定技能１号,49歳,1:男,43：熊本県,1
008インドネシア,34：特定活動,49歳,1:男,43：熊本県,1
008インドネシア,35：永住者,50歳,1:男,43：熊本県,1
008インドネシア,34：特定活動,56歳,1:男,43：熊本県,1
008インドネシア,33：家族滞在,00歳,2:女,43：熊本県,1
008インドネシア,33：家族滞在,02歳,2:女,43：熊本県,1
008インドネシア,33：家族滞在,04歳,2:女,43：熊本県,1
008インドネシア,33：家族滞在,05歳,2:女,43：熊本県,1
008インドネシア,33：家族滞在,06歳,2:女,43：熊本県,1
008インドネシア,34：特定活動,14歳,2:女,43：熊本県,1
008インドネシア,38：定住者,14歳,2:女,43：熊本県,1
008インドネシア,24：技能実習１号ロ,18歳,2:女,43：熊本県,7
008インドネシア,38：定住者,18歳,2:女,43：熊本県,1
008インドネシア,21：特定技能１号,19歳,2:女,43：熊本県,8
008インドネシア,24：技能実習１号ロ,19歳,2:女,43：熊本県,40
008インドネシア,26：技能実習２号ロ,19歳,2:女,43：熊本県,2
008インドネシア,21：特定技能１号,20歳,2:女,43：熊本県,23
008インドネシア,24：技能実習１号ロ,20歳,2:女,43：熊本県,59
008インドネシア,26：技能実習２号ロ,20歳,2:女,43：熊本県,18
008インドネシア,34：特定活動,20歳,2:女,43：熊本県,5
008インドネシア,21：特定技能１号,21歳,2:女,43：熊本県,36
008インドネシア,23：技能実習１号イ,21歳,2:女,43：熊本県,2
008インドネシア,24：技能実習１号ロ,21歳,2:女,43：熊本県,39
008インドネシア,25：技能実習２号イ,21歳,2:女,43：熊本県,1
008インドネシア,26：技能実習２号ロ,21歳,2:女,43：熊本県,34
008インドネシア,31：留学,21歳,2:女,43：熊本県,2
008インドネシア,34：特定活動,21歳,2:女,43：熊本県,3
008インドネシア,21：特定技能１号,22歳,2:女,43：熊本県,14
008インドネシア,23：技能実習１号イ,22歳,2:女,43：熊本県,2
008インドネシア,24：技能実習１号ロ,22歳,2:女,43：熊本県,24
008インドネシア,26：技能実習２号ロ,22歳,2:女,43：熊本県,54
008インドネシア,28：技能実習３号ロ,22歳,2:女,43：熊本県,2
008インドネシア,34：特定活動,22歳,2:女,43：熊本県,4
008インドネシア,16：技術・人文知識・国際業務,23歳,2:女,43：熊本県,3
008インドネシア,21：特定技能１号,23歳,2:女,43：熊本県,32
008インドネシア,23：技能実習１号イ,23歳,2:女,43：熊本県,1
008インドネシア,24：技能実習１号ロ,23歳,2:女,43：熊本県,40
008インドネシア,26：技能実習２号ロ,23歳,2:女,43：熊本県,28
008インドネシア,28：技能実習３号ロ,23歳,2:女,43：熊本県,6
008インドネシア,34：特定活動,23歳,2:女,43：熊本県,1
008インドネシア,21：特定技能１号,24歳,2:女,43：熊本県,20
008インドネシア,24：技能実習１号ロ,24歳,2:女,43：熊本県,15
008インドネシア,26：技能実習２号ロ,24歳,2:女,43：熊本県,23
008インドネシア,28：技能実習３号ロ,24歳,2:女,43：熊本県,3
008インドネシア,34：特定活動,24歳,2:女,43：熊本県,1
008インドネシア,35：永住者,24歳,2:女,43：熊本県,1
008インドネシア,38：定住者,24歳,2:女,43：熊本県,1
008インドネシア,21：特定技能１号,25歳,2:女,43：熊本県,19
008インドネシア,23：技能実習１号イ,25歳,2:女,43：熊本県,1
008インドネシア,24：技能実習１号ロ,25歳,2:女,43：熊本県,10
008インドネシア,26：技能実習２号ロ,25歳,2:女,43：熊本県,26
008インドネシア,31：留学,25歳,2:女,43：熊本県,2
008インドネシア,34：特定活動,25歳,2:女,43：熊本県,4
008インドネシア,36：日本人の配偶者等,25歳,2:女,43：熊本県,1
008インドネシア,21：特定技能１号,26歳,2:女,43：熊本県,15
008インドネシア,24：技能実習１号ロ,26歳,2:女,43：熊本県,15
008インドネシア,26：技能実習２号ロ,26歳,2:女,43：熊本県,14
008インドネシア,28：技能実習３号ロ,26歳,2:女,43：熊本県,2
008インドネシア,36：日本人の配偶者等,26歳,2:女,43：熊本県,1
008インドネシア,16：技術・人文知識・国際業務,27歳,2:女,43：熊本県,2
008インドネシア,21：特定技能１号,27歳,2:女,43：熊本県,8
008インドネシア,24：技能実習１号ロ,27歳,2:女,43：熊本県,10
008インドネシア,26：技能実習２号ロ,27歳,2:女,43：熊本県,6
008インドネシア,28：技能実習３号ロ,27歳,2:女,43：熊本県,3
008インドネシア,31：留学,27歳,2:女,43：熊本県,1
008インドネシア,36：日本人の配偶者等,27歳,2:女,43：熊本県,1
008インドネシア,16：技術・人文知識・国際業務,28歳,2:女,43：熊本県,1
008インドネシア,21：特定技能１号,28歳,2:女,43：熊本県,7
008インドネシア,24：技能実習１号ロ,28歳,2:女,43：熊本県,9
008インドネシア,26：技能実習２号ロ,28歳,2:女,43：熊本県,6
008インドネシア,28：技能実習３号ロ,28歳,2:女,43：熊本県,3
008インドネシア,31：留学,28歳,2:女,43：熊本県,2
008インドネシア,33：家族滞在,28歳,2:女,43：熊本県,2
008インドネシア,35：永住者,28歳,2:女,43：熊本県,1
008インドネシア,36：日本人の配偶者等,28歳,2:女,43：熊本県,1
008インドネシア,04：芸術,29歳,2:女,43：熊本県,2
008インドネシア,21：特定技能１号,29歳,2:女,43：熊本県,13
008インドネシア,24：技能実習１号ロ,29歳,2:女,43：熊本県,6
008インドネシア,26：技能実習２号ロ,29歳,2:女,43：熊本県,3
008インドネシア,28：技能実習３号ロ,29歳,2:女,43：熊本県,1
008インドネシア,33：家族滞在,29歳,2:女,43：熊本県,1
008インドネシア,34：特定活動,29歳,2:女,43：熊本県,1
008インドネシア,36：日本人の配偶者等,29歳,2:女,43：熊本県,1
008インドネシア,21：特定技能１号,30歳,2:女,43：熊本県,3
008インドネシア,26：技能実習２号ロ,30歳,2:女,43：熊本県,3
008インドネシア,28：技能実習３号ロ,30歳,2:女,43：熊本県,1
008インドネシア,31：留学,30歳,2:女,43：熊本県,1
008インドネシア,36：日本人の配偶者等,30歳,2:女,43：熊本県,2
008インドネシア,24：技能実習１号ロ,31歳,2:女,43：熊本県,1
008インドネシア,26：技能実習２号ロ,31歳,2:女,43：熊本県,1
008インドネシア,21：特定技能１号,32歳,2:女,43：熊本県,6
008インドネシア,31：留学,32歳,2:女,43：熊本県,2
008インドネシア,34：特定活動,32歳,2:女,43：熊本県,1
008インドネシア,04：芸術,33歳,2:女,43：熊本県,2
008インドネシア,21：特定技能１号,33歳,2:女,43：熊本県,3
008インドネシア,26：技能実習２号ロ,33歳,2:女,43：熊本県,1
008インドネシア,31：留学,33歳,2:女,43：熊本県,1
008インドネシア,16：技術・人文知識・国際業務,34歳,2:女,43：熊本県,1
008インドネシア,21：特定技能１号,34歳,2:女,43：熊本県,1
008インドネシア,24：技能実習１号ロ,34歳,2:女,43：熊本県,3
008インドネシア,31：留学,34歳,2:女,43：熊本県,2
008インドネシア,36：日本人の配偶者等,34歳,2:女,43：熊本県,1
008インドネシア,21：特定技能１号,35歳,2:女,43：熊本県,1
008インドネシア,24：技能実習１号ロ,35歳,2:女,43：熊本県,2
008インドネシア,31：留学,35歳,2:女,43：熊本県,1
008インドネシア,33：家族滞在,35歳,2:女,43：熊本県,1
008インドネシア,36：日本人の配偶者等,35歳,2:女,43：熊本県,1
008インドネシア,21：特定技能１号,36歳,2:女,43：熊本県,1
008インドネシア,26：技能実習２号ロ,36歳,2:女,43：熊本県,1
008インドネシア,35：永住者,37歳,2:女,43：熊本県,1
008インドネシア,36：日本人の配偶者等,37歳,2:女,43：熊本県,1
008インドネシア,21：特定技能１号,38歳,2:女,43：熊本県,1
008インドネシア,36：日本人の配偶者等,38歳,2:女,43：熊本県,1
008インドネシア,35：永住者,39歳,2:女,43：熊本県,3
008インドネシア,36：日本人の配偶者等,39歳,2:女,43：熊本県,1
008インドネシア,35：永住者,40歳,2:女,43：熊本県,2
008インドネシア,36：日本人の配偶者等,40歳,2:女,43：熊本県,1
008インドネシア,34：特定活動,41歳,2:女,43：熊本県,1
008インドネシア,35：永住者,41歳,2:女,43：熊本県,1
008インドネシア,35：永住者,42歳,2:女,43：熊本県,2
008インドネシア,36：日本人の配偶者等,42歳,2:女,43：熊本県,1
008インドネシア,35：永住者,43歳,2:女,43：熊本県,1
008インドネシア,36：日本人の配偶者等,43歳,2:女,43：熊本県,2
008インドネシア,38：定住者,43歳,2:女,43：熊本県,1
008インドネシア,35：永住者,45歳,2:女,43：熊本県,1
008インドネシア,21：特定技能１号,46歳,2:女,43：熊本県,1
008インドネシア,35：永住者,46歳,2:女,43：熊本県,4
008インドネシア,37：永住者の配偶者等,46歳,2:女,43：熊本県,1
008インドネシア,36：日本人の配偶者等,47歳,2:女,43：熊本県,2
008インドネシア,36：日本人の配偶者等,48歳,2:女,43：熊本県,1
008インドネシア,38：定住者,48歳,2:女,43：熊本県,1
008インドネシア,35：永住者,50歳,2:女,43：熊本県,2
008インドネシア,36：日本人の配偶者等,50歳,2:女,43：熊本県,1
008インドネシア,35：永住者,51歳,2:女,43：熊本県,1
008インドネシア,36：日本人の配偶者等,52歳,2:女,43：熊本県,1
008インドネシア,36：日本人の配偶者等,60歳,2:女,43：熊本県,1
008インドネシア,35：永住者,64歳,2:女,43：熊本県,1
009オマーン,31：留学,26歳,1:男,43：熊本県,1
009オマーン,31：留学,27歳,2:女,43：熊本県,1
011韓国,35：永住者,00歳,1:男,43：熊本県,1
011韓国,33：家族滞在,02歳,1:男,43：熊本県,1
011韓国,33：家族滞在,03歳,1:男,43：熊本県,1
011韓国,39：特別永住者,03歳,1:男,43：熊本県,1
011韓国,33：家族滞在,04歳,1:男,43：熊本県,2
011韓国,33：家族滞在,05歳,1:男,43：熊本県,3
011韓国,37：永住者の配偶者等,07歳,1:男,43：熊本県,1
011韓国,33：家族滞在,08歳,1:男,43：熊本県,2
011韓国,38：定住者,08歳,1:男,43：熊本県,1
011韓国,35：永住者,13歳,1:男,43：熊本県,1
011韓国,33：家族滞在,15歳,1:男,43：熊本県,1
011韓国,35：永住者,15歳,1:男,43：熊本県,1
011韓国,39：特別永住者,16歳,1:男,43：熊本県,1
011韓国,35：永住者,18歳,1:男,43：熊本県,2
011韓国,38：定住者,18歳,1:男,43：熊本県,1
011韓国,33：家族滞在,19歳,1:男,43：熊本県,1
011韓国,35：永住者,19歳,1:男,43：熊本県,3
011韓国,39：特別永住者,19歳,1:男,43：熊本県,1
011韓国,31：留学,20歳,1:男,43：熊本県,1
011韓国,34：特定活動,20歳,1:男,43：熊本県,1
011韓国,31：留学,21歳,1:男,43：熊本県,3
011韓国,35：永住者,21歳,1:男,43：熊本県,3
011韓国,16：技術・人文知識・国際業務,22歳,1:男,43：熊本県,4
011韓国,31：留学,22歳,1:男,43：熊本県,3
011韓国,34：特定活動,22歳,1:男,43：熊本県,3
011韓国,39：特別永住者,22歳,1:男,43：熊本県,2
011韓国,16：技術・人文知識・国際業務,23歳,1:男,43：熊本県,4
011韓国,31：留学,23歳,1:男,43：熊本県,2
011韓国,34：特定活動,23歳,1:男,43：熊本県,1
011韓国,16：技術・人文知識・国際業務,24歳,1:男,43：熊本県,4
011韓国,31：留学,24歳,1:男,43：熊本県,3
011韓国,35：永住者,24歳,1:男,43：熊本県,1
011韓国,39：特別永住者,24歳,1:男,43：熊本県,1
011韓国,16：技術・人文知識・国際業務,25歳,1:男,43：熊本県,10
011韓国,31：留学,25歳,1:男,43：熊本県,2
011韓国,35：永住者,25歳,1:男,43：熊本県,1
011韓国,39：特別永住者,25歳,1:男,43：熊本県,1
011韓国,05：宗教,26歳,1:男,43：熊本県,1
011韓国,16：技術・人文知識・国際業務,26歳,1:男,43：熊本県,7
011韓国,31：留学,26歳,1:男,43：熊本県,2
011韓国,36：日本人の配偶者等,26歳,1:男,43：熊本県,1
